data,mes,classificacaoRisco,quantidade,ano,mesAux
2020-01-01,1,BRANCO,1,2020,Jan/2020
2020-01-01,1,AZUL,1,2020,Jan/2020
2020-01-01,1,VERDE,47,2020,Jan/2020
2020-01-01,1,AMARELO,14,2020,Jan/2020
2020-01-01,1,LARANJA,13,2020,Jan/2020
2020-01-02,1,BRANCO,1,2020,Jan/2020
2020-01-02,1,VERDE,100,2020,Jan/2020
2020-01-02,1,AMARELO,22,2020,Jan/2020
2020-01-02,1,LARANJA,26,2020,Jan/2020
2020-01-02,1,NAO CLASSIFICADO,1,2020,Jan/2020
2020-01-03,1,BRANCO,3,2020,Jan/2020
2020-01-03,1,AZUL,1,2020,Jan/2020
2020-01-03,1,VERDE,78,2020,Jan/2020
2020-01-03,1,AMARELO,34,2020,Jan/2020
2020-01-03,1,LARANJA,26,2020,Jan/2020
2020-01-03,1,NAO CLASSIFICADO,2,2020,Jan/2020
2020-01-04,1,BRANCO,5,2020,Jan/2020
2020-01-04,1,VERDE,88,2020,Jan/2020
2020-01-04,1,AMARELO,18,2020,Jan/2020
2020-01-04,1,LARANJA,24,2020,Jan/2020
2020-01-04,1,VERMELHO,1,2020,Jan/2020
2020-01-04,1,NAO CLASSIFICADO,1,2020,Jan/2020
2020-01-05,1,BRANCO,4,2020,Jan/2020
2020-01-05,1,AZUL,1,2020,Jan/2020
2020-01-05,1,VERDE,87,2020,Jan/2020
2020-01-05,1,AMARELO,38,2020,Jan/2020
2020-01-05,1,LARANJA,20,2020,Jan/2020
2020-01-05,1,NAO CLASSIFICADO,3,2020,Jan/2020
2020-01-06,1,VERDE,52,2020,Jan/2020
2020-01-06,1,AMARELO,40,2020,Jan/2020
2020-01-06,1,LARANJA,35,2020,Jan/2020
2020-01-06,1,NAO CLASSIFICADO,4,2020,Jan/2020
2020-01-07,1,BRANCO,6,2020,Jan/2020
2020-01-07,1,VERDE,85,2020,Jan/2020
2020-01-07,1,AMARELO,23,2020,Jan/2020
2020-01-07,1,LARANJA,43,2020,Jan/2020
2020-01-07,1,VERMELHO,1,2020,Jan/2020
2020-01-07,1,NAO CLASSIFICADO,2,2020,Jan/2020
2020-01-07,1,NAO CLASSIFICADO,1,2020,Jan/2020
2020-01-08,1,VERDE,77,2020,Jan/2020
2020-01-08,1,AMARELO,35,2020,Jan/2020
2020-01-08,1,LARANJA,35,2020,Jan/2020
2020-01-08,1,NAO CLASSIFICADO,16,2020,Jan/2020
2020-01-09,1,BRANCO,10,2020,Jan/2020
2020-01-09,1,VERDE,108,2020,Jan/2020
2020-01-09,1,AMARELO,13,2020,Jan/2020
2020-01-09,1,LARANJA,42,2020,Jan/2020
2020-01-09,1,NAO CLASSIFICADO,1,2020,Jan/2020
2020-01-09,1,NAO CLASSIFICADO,9,2020,Jan/2020
2020-01-10,1,BRANCO,4,2020,Jan/2020
2020-01-10,1,VERDE,98,2020,Jan/2020
2020-01-10,1,AMARELO,36,2020,Jan/2020
2020-01-10,1,LARANJA,43,2020,Jan/2020
2020-01-10,1,VERMELHO,4,2020,Jan/2020
2020-01-10,1,NAO CLASSIFICADO,4,2020,Jan/2020
2020-01-11,1,VERDE,65,2020,Jan/2020
2020-01-11,1,AMARELO,20,2020,Jan/2020
2020-01-11,1,LARANJA,26,2020,Jan/2020
2020-01-11,1,VERMELHO,3,2020,Jan/2020
2020-01-11,1,NAO CLASSIFICADO,1,2020,Jan/2020
2020-01-12,1,AZUL,1,2020,Jan/2020
2020-01-12,1,VERDE,65,2020,Jan/2020
2020-01-12,1,AMARELO,31,2020,Jan/2020
2020-01-12,1,LARANJA,33,2020,Jan/2020
2020-01-12,1,NAO CLASSIFICADO,1,2020,Jan/2020
2020-01-13,1,BRANCO,2,2020,Jan/2020
2020-01-13,1,VERDE,118,2020,Jan/2020
2020-01-13,1,AMARELO,48,2020,Jan/2020
2020-01-13,1,LARANJA,33,2020,Jan/2020
2020-01-13,1,VERMELHO,6,2020,Jan/2020
2020-01-13,1,NAO CLASSIFICADO,2,2020,Jan/2020
2020-01-14,1,BRANCO,4,2020,Jan/2020
2020-01-14,1,VERDE,106,2020,Jan/2020
2020-01-14,1,AMARELO,31,2020,Jan/2020
2020-01-14,1,LARANJA,26,2020,Jan/2020
2020-01-14,1,NAO CLASSIFICADO,10,2020,Jan/2020
2020-01-15,1,AZUL,2,2020,Jan/2020
2020-01-15,1,VERDE,80,2020,Jan/2020
2020-01-15,1,AMARELO,36,2020,Jan/2020
2020-01-15,1,LARANJA,21,2020,Jan/2020
2020-01-15,1,NAO CLASSIFICADO,1,2020,Jan/2020
2020-01-15,1,NAO CLASSIFICADO,6,2020,Jan/2020
2020-01-16,1,BRANCO,1,2020,Jan/2020
2020-01-16,1,VERDE,111,2020,Jan/2020
2020-01-16,1,AMARELO,42,2020,Jan/2020
2020-01-16,1,LARANJA,34,2020,Jan/2020
2020-01-16,1,NAO CLASSIFICADO,1,2020,Jan/2020
2020-01-17,1,BRANCO,2,2020,Jan/2020
2020-01-17,1,AZUL,1,2020,Jan/2020
2020-01-17,1,VERDE,111,2020,Jan/2020
2020-01-17,1,AMARELO,30,2020,Jan/2020
2020-01-17,1,LARANJA,30,2020,Jan/2020
2020-01-17,1,NAO CLASSIFICADO,1,2020,Jan/2020
2020-01-18,1,BRANCO,2,2020,Jan/2020
2020-01-18,1,AZUL,1,2020,Jan/2020
2020-01-18,1,VERDE,111,2020,Jan/2020
2020-01-18,1,AMARELO,42,2020,Jan/2020
2020-01-18,1,LARANJA,17,2020,Jan/2020
2020-01-18,1,NAO CLASSIFICADO,10,2020,Jan/2020
2020-01-19,1,BRANCO,2,2020,Jan/2020
2020-01-19,1,VERDE,68,2020,Jan/2020
2020-01-19,1,AMARELO,33,2020,Jan/2020
2020-01-19,1,LARANJA,36,2020,Jan/2020
2020-01-19,1,VERMELHO,5,2020,Jan/2020
2020-01-19,1,NAO CLASSIFICADO,2,2020,Jan/2020
2020-01-20,1,VERDE,115,2020,Jan/2020
2020-01-20,1,AMARELO,28,2020,Jan/2020
2020-01-20,1,LARANJA,33,2020,Jan/2020
2020-01-20,1,VERMELHO,4,2020,Jan/2020
2020-01-20,1,NAO CLASSIFICADO,7,2020,Jan/2020
2020-01-20,1,NAO CLASSIFICADO,1,2020,Jan/2020
2020-01-21,1,BRANCO,2,2020,Jan/2020
2020-01-21,1,VERDE,110,2020,Jan/2020
2020-01-21,1,AMARELO,58,2020,Jan/2020
2020-01-21,1,LARANJA,36,2020,Jan/2020
2020-01-21,1,VERMELHO,4,2020,Jan/2020
2020-01-21,1,NAO CLASSIFICADO,14,2020,Jan/2020
2020-01-22,1,BRANCO,11,2020,Jan/2020
2020-01-22,1,AZUL,2,2020,Jan/2020
2020-01-22,1,VERDE,119,2020,Jan/2020
2020-01-22,1,AMARELO,58,2020,Jan/2020
2020-01-22,1,LARANJA,33,2020,Jan/2020
2020-01-22,1,NAO CLASSIFICADO,6,2020,Jan/2020
2020-01-23,1,BRANCO,1,2020,Jan/2020
2020-01-23,1,VERDE,138,2020,Jan/2020
2020-01-23,1,AMARELO,41,2020,Jan/2020
2020-01-23,1,LARANJA,27,2020,Jan/2020
2020-01-23,1,VERMELHO,4,2020,Jan/2020
2020-01-23,1,NAO CLASSIFICADO,13,2020,Jan/2020
2020-01-24,1,BRANCO,5,2020,Jan/2020
2020-01-24,1,VERDE,123,2020,Jan/2020
2020-01-24,1,AMARELO,53,2020,Jan/2020
2020-01-24,1,LARANJA,40,2020,Jan/2020
2020-01-24,1,NAO CLASSIFICADO,2,2020,Jan/2020
2020-01-25,1,BRANCO,3,2020,Jan/2020
2020-01-25,1,AZUL,1,2020,Jan/2020
2020-01-25,1,VERDE,91,2020,Jan/2020
2020-01-25,1,AMARELO,49,2020,Jan/2020
2020-01-25,1,LARANJA,10,2020,Jan/2020
2020-01-25,1,VERMELHO,6,2020,Jan/2020
2020-01-25,1,NAO CLASSIFICADO,12,2020,Jan/2020
2020-01-26,1,AZUL,2,2020,Jan/2020
2020-01-26,1,VERDE,73,2020,Jan/2020
2020-01-26,1,AMARELO,21,2020,Jan/2020
2020-01-26,1,LARANJA,31,2020,Jan/2020
2020-01-26,1,NAO CLASSIFICADO,2,2020,Jan/2020
2020-01-27,1,AZUL,2,2020,Jan/2020
2020-01-27,1,VERDE,116,2020,Jan/2020
2020-01-27,1,AMARELO,46,2020,Jan/2020
2020-01-27,1,LARANJA,37,2020,Jan/2020
2020-01-27,1,VERMELHO,4,2020,Jan/2020
2020-01-27,1,NAO CLASSIFICADO,5,2020,Jan/2020
2020-01-28,1,BRANCO,4,2020,Jan/2020
2020-01-28,1,VERDE,147,2020,Jan/2020
2020-01-28,1,AMARELO,20,2020,Jan/2020
2020-01-28,1,LARANJA,21,2020,Jan/2020
2020-01-28,1,VERMELHO,7,2020,Jan/2020
2020-01-28,1,NAO CLASSIFICADO,7,2020,Jan/2020
2020-01-29,1,BRANCO,3,2020,Jan/2020
2020-01-29,1,AZUL,1,2020,Jan/2020
2020-01-29,1,VERDE,133,2020,Jan/2020
2020-01-29,1,AMARELO,47,2020,Jan/2020
2020-01-29,1,LARANJA,48,2020,Jan/2020
2020-01-29,1,VERMELHO,6,2020,Jan/2020
2020-01-29,1,NAO CLASSIFICADO,6,2020,Jan/2020
2020-01-29,1,NAO CLASSIFICADO,1,2020,Jan/2020
2020-01-30,1,BRANCO,5,2020,Jan/2020
2020-01-30,1,VERDE,149,2020,Jan/2020
2020-01-30,1,AMARELO,46,2020,Jan/2020
2020-01-30,1,LARANJA,31,2020,Jan/2020
2020-01-30,1,NAO CLASSIFICADO,8,2020,Jan/2020
2020-01-31,1,BRANCO,4,2020,Jan/2020
2020-01-31,1,VERDE,109,2020,Jan/2020
2020-01-31,1,AMARELO,31,2020,Jan/2020
2020-01-31,1,LARANJA,18,2020,Jan/2020
2020-01-31,1,NAO CLASSIFICADO,16,2020,Jan/2020
2020-02-01,2,BRANCO,6,2020,Fev/2020
2020-02-01,2,VERDE,124,2020,Fev/2020
2020-02-01,2,AMARELO,36,2020,Fev/2020
2020-02-01,2,LARANJA,27,2020,Fev/2020
2020-02-01,2,NAO CLASSIFICADO,9,2020,Fev/2020
2020-02-02,2,BRANCO,5,2020,Fev/2020
2020-02-02,2,VERDE,77,2020,Fev/2020
2020-02-02,2,AMARELO,48,2020,Fev/2020
2020-02-02,2,LARANJA,25,2020,Fev/2020
2020-02-02,2,VERMELHO,1,2020,Fev/2020
2020-02-02,2,NAO CLASSIFICADO,1,2020,Fev/2020
2020-02-03,2,BRANCO,2,2020,Fev/2020
2020-02-03,2,VERDE,145,2020,Fev/2020
2020-02-03,2,AMARELO,42,2020,Fev/2020
2020-02-03,2,LARANJA,45,2020,Fev/2020
2020-02-03,2,NAO CLASSIFICADO,6,2020,Fev/2020
2020-02-04,2,BRANCO,6,2020,Fev/2020
2020-02-04,2,VERDE,131,2020,Fev/2020
2020-02-04,2,AMARELO,50,2020,Fev/2020
2020-02-04,2,LARANJA,44,2020,Fev/2020
2020-02-04,2,VERMELHO,4,2020,Fev/2020
2020-02-04,2,NAO CLASSIFICADO,21,2020,Fev/2020
2020-02-05,2,BRANCO,3,2020,Fev/2020
2020-02-05,2,VERDE,125,2020,Fev/2020
2020-02-05,2,AMARELO,32,2020,Fev/2020
2020-02-05,2,LARANJA,34,2020,Fev/2020
2020-02-05,2,NAO CLASSIFICADO,3,2020,Fev/2020
2020-02-06,2,BRANCO,1,2020,Fev/2020
2020-02-06,2,VERDE,168,2020,Fev/2020
2020-02-06,2,AMARELO,74,2020,Fev/2020
2020-02-06,2,LARANJA,57,2020,Fev/2020
2020-02-06,2,NAO CLASSIFICADO,10,2020,Fev/2020
2020-02-07,2,VERDE,144,2020,Fev/2020
2020-02-07,2,AMARELO,77,2020,Fev/2020
2020-02-07,2,LARANJA,73,2020,Fev/2020
2020-02-07,2,VERMELHO,3,2020,Fev/2020
2020-02-07,2,NAO CLASSIFICADO,6,2020,Fev/2020
2020-02-07,2,NAO CLASSIFICADO,1,2020,Fev/2020
2020-02-08,2,BRANCO,4,2020,Fev/2020
2020-02-08,2,VERDE,154,2020,Fev/2020
2020-02-08,2,AMARELO,66,2020,Fev/2020
2020-02-08,2,LARANJA,47,2020,Fev/2020
2020-02-08,2,NAO CLASSIFICADO,2,2020,Fev/2020
2020-02-08,2,NAO CLASSIFICADO,1,2020,Fev/2020
2020-02-09,2,BRANCO,2,2020,Fev/2020
2020-02-09,2,VERDE,117,2020,Fev/2020
2020-02-09,2,AMARELO,52,2020,Fev/2020
2020-02-09,2,LARANJA,23,2020,Fev/2020
2020-02-09,2,VERMELHO,2,2020,Fev/2020
2020-02-09,2,NAO CLASSIFICADO,1,2020,Fev/2020
2020-02-09,2,NAO CLASSIFICADO,1,2020,Fev/2020
2020-02-10,2,BRANCO,5,2020,Fev/2020
2020-02-10,2,VERDE,144,2020,Fev/2020
2020-02-10,2,AMARELO,73,2020,Fev/2020
2020-02-10,2,LARANJA,43,2020,Fev/2020
2020-02-10,2,NAO CLASSIFICADO,3,2020,Fev/2020
2020-02-11,2,BRANCO,5,2020,Fev/2020
2020-02-11,2,AZUL,3,2020,Fev/2020
2020-02-11,2,VERDE,180,2020,Fev/2020
2020-02-11,2,AMARELO,64,2020,Fev/2020
2020-02-11,2,LARANJA,62,2020,Fev/2020
2020-02-11,2,NAO CLASSIFICADO,24,2020,Fev/2020
2020-02-12,2,BRANCO,5,2020,Fev/2020
2020-02-12,2,VERDE,220,2020,Fev/2020
2020-02-12,2,AMARELO,76,2020,Fev/2020
2020-02-12,2,LARANJA,30,2020,Fev/2020
2020-02-12,2,NAO CLASSIFICADO,7,2020,Fev/2020
2020-02-13,2,BRANCO,3,2020,Fev/2020
2020-02-13,2,VERDE,174,2020,Fev/2020
2020-02-13,2,AMARELO,66,2020,Fev/2020
2020-02-13,2,LARANJA,54,2020,Fev/2020
2020-02-13,2,NAO CLASSIFICADO,15,2020,Fev/2020
2020-02-14,2,BRANCO,6,2020,Fev/2020
2020-02-14,2,VERDE,161,2020,Fev/2020
2020-02-14,2,AMARELO,79,2020,Fev/2020
2020-02-14,2,LARANJA,56,2020,Fev/2020
2020-02-14,2,VERMELHO,5,2020,Fev/2020
2020-02-14,2,NAO CLASSIFICADO,8,2020,Fev/2020
2020-02-15,2,BRANCO,4,2020,Fev/2020
2020-02-15,2,AZUL,2,2020,Fev/2020
2020-02-15,2,VERDE,195,2020,Fev/2020
2020-02-15,2,AMARELO,94,2020,Fev/2020
2020-02-15,2,LARANJA,38,2020,Fev/2020
2020-02-15,2,NAO CLASSIFICADO,1,2020,Fev/2020
2020-02-15,2,NAO CLASSIFICADO,3,2020,Fev/2020
2020-02-16,2,BRANCO,3,2020,Fev/2020
2020-02-16,2,VERDE,167,2020,Fev/2020
2020-02-16,2,AMARELO,52,2020,Fev/2020
2020-02-16,2,LARANJA,55,2020,Fev/2020
2020-02-16,2,NAO CLASSIFICADO,4,2020,Fev/2020
2020-02-17,2,BRANCO,8,2020,Fev/2020
2020-02-17,2,VERDE,220,2020,Fev/2020
2020-02-17,2,AMARELO,67,2020,Fev/2020
2020-02-17,2,LARANJA,65,2020,Fev/2020
2020-02-17,2,NAO CLASSIFICADO,17,2020,Fev/2020
2020-02-18,2,VERDE,214,2020,Fev/2020
2020-02-18,2,AMARELO,76,2020,Fev/2020
2020-02-18,2,LARANJA,76,2020,Fev/2020
2020-02-18,2,VERMELHO,5,2020,Fev/2020
2020-02-18,2,NAO CLASSIFICADO,22,2020,Fev/2020
2020-02-19,2,BRANCO,1,2020,Fev/2020
2020-02-19,2,VERDE,174,2020,Fev/2020
2020-02-19,2,AMARELO,73,2020,Fev/2020
2020-02-19,2,LARANJA,32,2020,Fev/2020
2020-02-19,2,NAO CLASSIFICADO,26,2020,Fev/2020
2020-02-20,2,BRANCO,7,2020,Fev/2020
2020-02-20,2,VERDE,143,2020,Fev/2020
2020-02-20,2,AMARELO,65,2020,Fev/2020
2020-02-20,2,LARANJA,56,2020,Fev/2020
2020-02-20,2,VERMELHO,4,2020,Fev/2020
2020-02-20,2,NAO CLASSIFICADO,1,2020,Fev/2020
2020-02-20,2,NAO CLASSIFICADO,54,2020,Fev/2020
2020-02-21,2,BRANCO,1,2020,Fev/2020
2020-02-21,2,VERDE,247,2020,Fev/2020
2020-02-21,2,AMARELO,109,2020,Fev/2020
2020-02-21,2,LARANJA,80,2020,Fev/2020
2020-02-21,2,NAO CLASSIFICADO,13,2020,Fev/2020
2020-02-22,2,BRANCO,2,2020,Fev/2020
2020-02-22,2,VERDE,213,2020,Fev/2020
2020-02-22,2,AMARELO,53,2020,Fev/2020
2020-02-22,2,LARANJA,85,2020,Fev/2020
2020-02-22,2,NAO CLASSIFICADO,18,2020,Fev/2020
2020-02-23,2,BRANCO,5,2020,Fev/2020
2020-02-23,2,VERDE,160,2020,Fev/2020
2020-02-23,2,AMARELO,58,2020,Fev/2020
2020-02-23,2,LARANJA,54,2020,Fev/2020
2020-02-23,2,NAO CLASSIFICADO,5,2020,Fev/2020
2020-02-24,2,BRANCO,4,2020,Fev/2020
2020-02-24,2,AZUL,2,2020,Fev/2020
2020-02-24,2,VERDE,161,2020,Fev/2020
2020-02-24,2,AMARELO,76,2020,Fev/2020
2020-02-24,2,LARANJA,77,2020,Fev/2020
2020-02-24,2,VERMELHO,5,2020,Fev/2020
2020-02-24,2,NAO CLASSIFICADO,10,2020,Fev/2020
2020-02-25,2,BRANCO,3,2020,Fev/2020
2020-02-25,2,VERDE,173,2020,Fev/2020
2020-02-25,2,AMARELO,82,2020,Fev/2020
2020-02-25,2,LARANJA,81,2020,Fev/2020
2020-02-25,2,NAO CLASSIFICADO,15,2020,Fev/2020
2020-02-26,2,BRANCO,2,2020,Fev/2020
2020-02-26,2,VERDE,261,2020,Fev/2020
2020-02-26,2,AMARELO,93,2020,Fev/2020
2020-02-26,2,LARANJA,93,2020,Fev/2020
2020-02-26,2,NAO CLASSIFICADO,22,2020,Fev/2020
2020-02-27,2,BRANCO,3,2020,Fev/2020
2020-02-27,2,VERDE,247,2020,Fev/2020
2020-02-27,2,AMARELO,155,2020,Fev/2020
2020-02-27,2,LARANJA,74,2020,Fev/2020
2020-02-27,2,NAO CLASSIFICADO,20,2020,Fev/2020
2020-02-28,2,BRANCO,3,2020,Fev/2020
2020-02-28,2,AZUL,1,2020,Fev/2020
2020-02-28,2,VERDE,191,2020,Fev/2020
2020-02-28,2,AMARELO,100,2020,Fev/2020
2020-02-28,2,LARANJA,89,2020,Fev/2020
2020-02-28,2,NAO CLASSIFICADO,42,2020,Fev/2020
2020-02-29,2,BRANCO,5,2020,Fev/2020
2020-02-29,2,AZUL,2,2020,Fev/2020
2020-02-29,2,VERDE,293,2020,Fev/2020
2020-02-29,2,AMARELO,172,2020,Fev/2020
2020-02-29,2,LARANJA,106,2020,Fev/2020
2020-02-29,2,VERMELHO,11,2020,Fev/2020
2020-02-29,2,NAO CLASSIFICADO,18,2020,Fev/2020
2020-03-01,3,BRANCO,5,2020,Mar/2020
2020-03-01,3,AZUL,1,2020,Mar/2020
2020-03-01,3,VERDE,290,2020,Mar/2020
2020-03-01,3,AMARELO,124,2020,Mar/2020
2020-03-01,3,LARANJA,81,2020,Mar/2020
2020-03-01,3,VERMELHO,4,2020,Mar/2020
2020-03-01,3,NAO CLASSIFICADO,2,2020,Mar/2020
2020-03-01,3,NAO CLASSIFICADO,1,2020,Mar/2020
2020-03-02,3,BRANCO,2,2020,Mar/2020
2020-03-02,3,VERDE,224,2020,Mar/2020
2020-03-02,3,AMARELO,121,2020,Mar/2020
2020-03-02,3,LARANJA,107,2020,Mar/2020
2020-03-02,3,NAO CLASSIFICADO,14,2020,Mar/2020
2020-03-03,3,VERDE,168,2020,Mar/2020
2020-03-03,3,AMARELO,135,2020,Mar/2020
2020-03-03,3,LARANJA,106,2020,Mar/2020
2020-03-03,3,VERMELHO,8,2020,Mar/2020
2020-03-03,3,NAO CLASSIFICADO,12,2020,Mar/2020
2020-03-03,3,NAO CLASSIFICADO,1,2020,Mar/2020
2020-03-04,3,BRANCO,1,2020,Mar/2020
2020-03-04,3,VERDE,246,2020,Mar/2020
2020-03-04,3,AMARELO,111,2020,Mar/2020
2020-03-04,3,LARANJA,82,2020,Mar/2020
2020-03-04,3,NAO CLASSIFICADO,8,2020,Mar/2020
2020-03-05,3,BRANCO,6,2020,Mar/2020
2020-03-05,3,AZUL,1,2020,Mar/2020
2020-03-05,3,VERDE,179,2020,Mar/2020
2020-03-05,3,AMARELO,84,2020,Mar/2020
2020-03-05,3,LARANJA,82,2020,Mar/2020
2020-03-05,3,VERMELHO,2,2020,Mar/2020
2020-03-05,3,NAO CLASSIFICADO,3,2020,Mar/2020
2020-03-05,3,NAO CLASSIFICADO,24,2020,Mar/2020
2020-03-06,3,BRANCO,7,2020,Mar/2020
2020-03-06,3,VERDE,266,2020,Mar/2020
2020-03-06,3,AMARELO,126,2020,Mar/2020
2020-03-06,3,LARANJA,112,2020,Mar/2020
2020-03-06,3,NAO CLASSIFICADO,22,2020,Mar/2020
2020-03-07,3,BRANCO,3,2020,Mar/2020
2020-03-07,3,AZUL,2,2020,Mar/2020
2020-03-07,3,VERDE,146,2020,Mar/2020
2020-03-07,3,AMARELO,91,2020,Mar/2020
2020-03-07,3,LARANJA,64,2020,Mar/2020
2020-03-07,3,NAO CLASSIFICADO,1,2020,Mar/2020
2020-03-07,3,NAO CLASSIFICADO,9,2020,Mar/2020
2020-03-08,3,BRANCO,10,2020,Mar/2020
2020-03-08,3,VERDE,217,2020,Mar/2020
2020-03-08,3,AMARELO,109,2020,Mar/2020
2020-03-08,3,LARANJA,86,2020,Mar/2020
2020-03-08,3,VERMELHO,3,2020,Mar/2020
2020-03-08,3,NAO CLASSIFICADO,8,2020,Mar/2020
2020-03-09,3,BRANCO,8,2020,Mar/2020
2020-03-09,3,VERDE,205,2020,Mar/2020
2020-03-09,3,AMARELO,134,2020,Mar/2020
2020-03-09,3,LARANJA,67,2020,Mar/2020
2020-03-09,3,NAO CLASSIFICADO,1,2020,Mar/2020
2020-03-09,3,NAO CLASSIFICADO,6,2020,Mar/2020
2020-03-10,3,BRANCO,7,2020,Mar/2020
2020-03-10,3,VERDE,233,2020,Mar/2020
2020-03-10,3,AMARELO,112,2020,Mar/2020
2020-03-10,3,LARANJA,147,2020,Mar/2020
2020-03-10,3,VERMELHO,2,2020,Mar/2020
2020-03-10,3,NAO CLASSIFICADO,35,2020,Mar/2020
2020-03-11,3,BRANCO,7,2020,Mar/2020
2020-03-11,3,AZUL,1,2020,Mar/2020
2020-03-11,3,VERDE,208,2020,Mar/2020
2020-03-11,3,AMARELO,99,2020,Mar/2020
2020-03-11,3,LARANJA,72,2020,Mar/2020
2020-03-11,3,NAO CLASSIFICADO,6,2020,Mar/2020
2020-03-12,3,BRANCO,4,2020,Mar/2020
2020-03-12,3,VERDE,220,2020,Mar/2020
2020-03-12,3,AMARELO,121,2020,Mar/2020
2020-03-12,3,LARANJA,103,2020,Mar/2020
2020-03-12,3,NAO CLASSIFICADO,15,2020,Mar/2020
2020-03-13,3,BRANCO,1,2020,Mar/2020
2020-03-13,3,VERDE,232,2020,Mar/2020
2020-03-13,3,AMARELO,136,2020,Mar/2020
2020-03-13,3,LARANJA,108,2020,Mar/2020
2020-03-13,3,VERMELHO,6,2020,Mar/2020
2020-03-13,3,NAO CLASSIFICADO,21,2020,Mar/2020
2020-03-13,3,NAO CLASSIFICADO,3,2020,Mar/2020
2020-03-14,3,BRANCO,2,2020,Mar/2020
2020-03-14,3,VERDE,151,2020,Mar/2020
2020-03-14,3,AMARELO,101,2020,Mar/2020
2020-03-14,3,LARANJA,75,2020,Mar/2020
2020-03-14,3,NAO CLASSIFICADO,7,2020,Mar/2020
2020-03-14,3,NAO CLASSIFICADO,1,2020,Mar/2020
2020-03-15,3,BRANCO,3,2020,Mar/2020
2020-03-15,3,VERDE,206,2020,Mar/2020
2020-03-15,3,AMARELO,128,2020,Mar/2020
2020-03-15,3,LARANJA,69,2020,Mar/2020
2020-03-15,3,VERMELHO,2,2020,Mar/2020
2020-03-15,3,NAO CLASSIFICADO,3,2020,Mar/2020
2020-03-16,3,BRANCO,4,2020,Mar/2020
2020-03-16,3,VERDE,245,2020,Mar/2020
2020-03-16,3,AMARELO,154,2020,Mar/2020
2020-03-16,3,LARANJA,121,2020,Mar/2020
2020-03-16,3,NAO CLASSIFICADO,2,2020,Mar/2020
2020-03-16,3,NAO CLASSIFICADO,30,2020,Mar/2020
2020-03-17,3,BRANCO,3,2020,Mar/2020
2020-03-17,3,VERDE,237,2020,Mar/2020
2020-03-17,3,AMARELO,126,2020,Mar/2020
2020-03-17,3,LARANJA,101,2020,Mar/2020
2020-03-17,3,NAO CLASSIFICADO,1,2020,Mar/2020
2020-03-17,3,NAO CLASSIFICADO,27,2020,Mar/2020
2020-03-18,3,BRANCO,18,2020,Mar/2020
2020-03-18,3,AZUL,3,2020,Mar/2020
2020-03-18,3,VERDE,279,2020,Mar/2020
2020-03-18,3,AMARELO,121,2020,Mar/2020
2020-03-18,3,LARANJA,85,2020,Mar/2020
2020-03-18,3,VERMELHO,2,2020,Mar/2020
2020-03-18,3,NAO CLASSIFICADO,14,2020,Mar/2020
2020-03-19,3,BRANCO,3,2020,Mar/2020
2020-03-19,3,AZUL,2,2020,Mar/2020
2020-03-19,3,VERDE,238,2020,Mar/2020
2020-03-19,3,AMARELO,158,2020,Mar/2020
2020-03-19,3,LARANJA,64,2020,Mar/2020
2020-03-19,3,VERMELHO,12,2020,Mar/2020
2020-03-19,3,NAO CLASSIFICADO,30,2020,Mar/2020
2020-03-19,3,NAO CLASSIFICADO,1,2020,Mar/2020
2020-03-20,3,AZUL,1,2020,Mar/2020
2020-03-20,3,VERDE,296,2020,Mar/2020
2020-03-20,3,AMARELO,116,2020,Mar/2020
2020-03-20,3,LARANJA,82,2020,Mar/2020
2020-03-20,3,NAO CLASSIFICADO,20,2020,Mar/2020
2020-03-21,3,BRANCO,7,2020,Mar/2020
2020-03-21,3,AZUL,7,2020,Mar/2020
2020-03-21,3,VERDE,367,2020,Mar/2020
2020-03-21,3,AMARELO,93,2020,Mar/2020
2020-03-21,3,LARANJA,124,2020,Mar/2020
2020-03-21,3,NAO CLASSIFICADO,3,2020,Mar/2020
2020-03-21,3,NAO CLASSIFICADO,41,2020,Mar/2020
2020-03-22,3,BRANCO,7,2020,Mar/2020
2020-03-22,3,VERDE,213,2020,Mar/2020
2020-03-22,3,AMARELO,59,2020,Mar/2020
2020-03-22,3,LARANJA,86,2020,Mar/2020
2020-03-22,3,NAO CLASSIFICADO,1,2020,Mar/2020
2020-03-22,3,NAO CLASSIFICADO,17,2020,Mar/2020
2020-03-23,3,BRANCO,9,2020,Mar/2020
2020-03-23,3,AZUL,1,2020,Mar/2020
2020-03-23,3,VERDE,248,2020,Mar/2020
2020-03-23,3,AMARELO,40,2020,Mar/2020
2020-03-23,3,LARANJA,88,2020,Mar/2020
2020-03-23,3,VERMELHO,4,2020,Mar/2020
2020-03-23,3,NAO CLASSIFICADO,2,2020,Mar/2020
2020-03-23,3,NAO CLASSIFICADO,48,2020,Mar/2020
2020-03-24,3,BRANCO,2,2020,Mar/2020
2020-03-24,3,AZUL,1,2020,Mar/2020
2020-03-24,3,VERDE,180,2020,Mar/2020
2020-03-24,3,AMARELO,45,2020,Mar/2020
2020-03-24,3,LARANJA,44,2020,Mar/2020
2020-03-24,3,NAO CLASSIFICADO,2,2020,Mar/2020
2020-03-24,3,NAO CLASSIFICADO,33,2020,Mar/2020
2020-03-25,3,BRANCO,2,2020,Mar/2020
2020-03-25,3,AZUL,3,2020,Mar/2020
